place_name,address,review_author,review_text,review_rating,review_date,google_id
Ragey Von Von,,Mike S,legenda itu benar adanyaini memang tempat paling seru di kawasan tomohon meskipun ada banyak kedai ragey serupa di dekatnya von von menawarkan daging paling banyak dan potongan paling empuk kami datang terlambat dan mereka sudah kehabisan sup brenebon yang biasanya disertakan dalam set tapi kami sudah mencoba semua item lainnya dan saya dapat memberi tahu anda bahwa ragey mereka adalah yang terbaik rasanya berair montok dan beraroma bahkan sate dagingnya pun empuk dan beraroma piring kangkung mereka juga dilengkapi dengan bunga pepaya yang menambah cita rasa itu adalah makanan yang luar biasa pelayanannya baik dari orang yang lebih tua tapi satu pelayan yang seharusnya melayani kami hanya duduk di kursi kasir dan bermain game sepanjang hari setengah mengabaikan permintaan dan pertanyaan kami,5,05/20/2025 03:45:57,ChIJU6vnbhFthzIRj7_7m-LW7fA
Ragey Von Von,,Eko Hindarijanto,waktu pembayaran dikasir tidak diberi perincian harga per porsinya dan struk pembayarannya ini yg perlu diperbaiki jadi tamu yg habis makan bisa tahu persis berapa harga makanan yg dipesannya kasir kurang supel,5,05/17/2025 12:43:12,ChIJU6vnbhFthzIRj7_7m-LW7fA
Ragey Von Von,,Rizky,tidak ka dua kalo kembali sini nya service apalagi kasir beking org sangat gula nae cuma da bingung main ml lalu perlakukan customer sama dgn da menumpang makan sudah harga langit juga service sama dgn ini langsung ilang rasa makan klo tidak hujan tidak mungkin juga mau ba singgah,1,05/01/2025 12:55:44,ChIJU6vnbhFthzIRj7_7m-LW7fA
Ragey Von Von,,Fer sam,tempat makanan yang enak dengan harga yang cukup lumayan mahal tapi selama rasanya enak tidak masalah,4,04/17/2025 08:54:19,ChIJU6vnbhFthzIRj7_7m-LW7fA
Ragey Von Von,,Rizaldy Diamanis,ragey nasi bungkus total rp makan siang jam tanggal feb,1,02/23/2025 17:10:51,ChIJU6vnbhFthzIRj7_7m-LW7fA
Ragey Von Von,,Sky Phoa,ragey vonvon menyajikan sate babi khas minahasa dengan rasa otentik dan tekstur daging yang juicy bumbunya meresap sempurna namun harga tergolong mahal untuk porsi yang diberikan cocok untuk pecinta kuliner tradisional,4,01/26/2025 13:14:45,ChIJU6vnbhFthzIRj7_7m-LW7fA
Ragey Von Von,,Arinda Pramesti,ragey nya enak sate manis nya juga enak,5,01/16/2025 00:43:52,ChIJU6vnbhFthzIRj7_7m-LW7fA
Ragey Von Von,,Ale Vlog,rumah makan non halal menu utama ragey dan sate manis rageynya enak dagingnya empuk dan gurih sambalricanya juga pas sate manisnya lumayan dagingnya empuk cuman bumbunya ketumbar kurang terasa tapi overall satenya enak paketnya sataragey sayur kangkungbrenebon nasi bungkus biji hrg per paket rb cukup mahal sih suasana restonya cukup bersih dan rame dan kalo lagi byk org susah parkir klo mau mkn ragey sy rekom di sini krn sy sudah coba di tpt lain tapi di von von punya cita rasa tersendiri,4,12/30/2024 13:09:07,ChIJU6vnbhFthzIRj7_7m-LW7fA
Ragey Von Von,,Joell Tapilatu,sediakan obat magh harus menunggu pesanan jam pelayanan tidak ramah,1,12/27/2024 08:05:21,ChIJU6vnbhFthzIRj7_7m-LW7fA
Ragey Von Von,,Qyu 16,banyak sekali makanannya aneka daging babi di olah menjadi berbagai menu ayam juga ikan dan berbagai macam sayuran pkknya enak,5,12/17/2024 14:25:58,ChIJU6vnbhFthzIRj7_7m-LW7fA
Ragey Von Von,,vhalent aja,semoga bisa kesana lagi ya,5,12/12/2024 10:09:21,ChIJU6vnbhFthzIRj7_7m-LW7fA
Ragey Von Von,,Gabriel Mactavish,enak cuma sering tutup waktu buka tidak menentu menurut saya ragey paling enak di tomohon,4,11/19/2024 05:53:26,ChIJU6vnbhFthzIRj7_7m-LW7fA
Ragey Von Von,,Meisy Kamalaheng,enak rasa makanannya terima kasih,5,11/02/2024 10:59:45,ChIJU6vnbhFthzIRj7_7m-LW7fA
Mie Gacoan Bitung - W. Maramis,,Bora Yoto,enak dan ramah pelayanan nya serta nyaman,5,01/30/2026 06:53:15,ChIJpZ51GwABhzIRrF_RET7YuRY
Mie Gacoan Bitung - W. Maramis,,Joyne Joyne,sangat nyaman dan enak,5,01/30/2026 06:53:05,ChIJpZ51GwABhzIRrF_RET7YuRY
Mie Gacoan Bitung - W. Maramis,,Mohamad Rafly,pelayanan yg bagus,5,01/29/2026 12:49:07,ChIJpZ51GwABhzIRrF_RET7YuRY
Mie Gacoan Bitung - W. Maramis,,Maryam muhammad,sangat ramah dan baik hati,5,01/29/2026 03:57:57,ChIJpZ51GwABhzIRrF_RET7YuRY
Mie Gacoan Bitung - W. Maramis,,Anisa Thalib,lebih tingkatkan lagi apa yg di pesan krna pernah pesan ice tea tidak manis serta komplain cmn blng dari awal tidak ksih tau seharusnya kan sdh tau takarannya,2,01/29/2026 00:01:26,ChIJpZ51GwABhzIRrF_RET7YuRY
Mie Gacoan Bitung - W. Maramis,,Aiman Syafii,tapi es tehnya tidak dikasih gula nohh,1,01/28/2026 15:24:29,ChIJpZ51GwABhzIRrF_RET7YuRY
Mie Gacoan Bitung - W. Maramis,,Efar Geys,pelayanan baik mksih ebi husain,5,01/28/2026 13:15:43,ChIJpZ51GwABhzIRrF_RET7YuRY
Mie Gacoan Bitung - W. Maramis,,Heri Darkk,baik dan enak,5,01/28/2026 13:13:57,ChIJpZ51GwABhzIRrF_RET7YuRY
Mie Gacoan Bitung - W. Maramis,,Virginia Lengkey,enak dan tempat nyaman,5,01/28/2026 06:56:00,ChIJpZ51GwABhzIRrF_RET7YuRY
Mie Gacoan Bitung - W. Maramis,,Afika Nuryansyah,pelayananya ramah dan baik,5,01/28/2026 06:23:04,ChIJpZ51GwABhzIRrF_RET7YuRY
Mie Gacoan Bitung - W. Maramis,,Kartika Puri montu,pelayanan yang ramah makanan enak dan cepat,5,01/27/2026 13:15:52,ChIJpZ51GwABhzIRrF_RET7YuRY
Mie Gacoan Bitung - W. Maramis,,Julia Noviati R. Dako,makanannya enak cepat dan praktis,5,01/27/2026 13:05:08,ChIJpZ51GwABhzIRrF_RET7YuRY
Mie Gacoan Bitung - W. Maramis,,Nabila Hasan,pelayanan nya ramah,5,01/27/2026 12:56:44,ChIJpZ51GwABhzIRrF_RET7YuRY
tuna house Paniki,,Jitro Behuku,restoran paling buruk pelayanan lama jam lebih baru di antar makanannya rahang tuna nya gatal dimulut karyawannya pelan dan tidak profesional,1,12/24/2025 06:01:57,ChIJo7XwroeghzIRzna5F6f4DPg
tuna house Paniki,,Winda Purnomo Puteri,layanan sangat buruk sudah nunggu lama satu jam lewat makannya tidak dateng malahan orang yg baru datang di layani duluan dan perna pesan rahang tuna ternyata busuk dan sudah gatal pas kita bilang bukannya di ganti malah di bakar lagi dan disajiin lagi sangat kecewa,1,12/24/2025 05:57:57,ChIJo7XwroeghzIRzna5F6f4DPg
tuna house Paniki,,sony cheristanto,mencoba makan tuna woku sedap bumbu rempahnya pas mantap,5,12/16/2025 13:02:43,ChIJo7XwroeghzIRzna5F6f4DPg
tuna house Paniki,,kayla alexandra and mochi,ada pesan ubi rebus karena mau diet tidak makan nasi kenapa kalian punya ubi rebus lalu pergi taruh gula putih dnkso tidak rasa ubi manis ini sudah rasa gula putih iniato kalian membuat versi saja pake gula deng ori,1,12/14/2025 05:29:52,ChIJo7XwroeghzIRzna5F6f4DPg
tuna house Paniki,,Ervina Ahyudanari,i ordered nasi goreng tuna,4,11/29/2025 11:55:17,ChIJo7XwroeghzIRzna5F6f4DPg
tuna house Paniki,,May Bee,bener tunaaaaa sempurna enak sekali,5,11/01/2025 06:46:04,ChIJo7XwroeghzIRzna5F6f4DPg
tuna house Paniki,,Diio Diio,pelayanan yg sangat istimewa makasi,5,10/22/2025 14:33:04,ChIJo7XwroeghzIRzna5F6f4DPg
tuna house Paniki,,Jeremy Rondonuwu,tempat ini sangat menyenangkan tapi aku punya beberapa pemikiran tentang lauk pauknya kangkung cahnya oke tapi menurut saya rasanya bisa lebih enak selain itu untuk harganya mereka pasti bisa menyajikan nasi lebih banyak,4,10/20/2025 13:31:06,ChIJo7XwroeghzIRzna5F6f4DPg
tuna house Paniki,,fajar ramadhan,tuna nya tidak pernah mengecewakantermasuk tuna sashimi,4,10/14/2025 11:34:05,ChIJo7XwroeghzIRzna5F6f4DPg
tuna house Paniki,,Sultan Alrumaithi,makanannya tidak segar dan ikannya bau the food is not fresh and the fish smells rotten very bad experience,1,10/09/2025 05:25:39,ChIJo7XwroeghzIRzna5F6f4DPg
tuna house Paniki,,Arianto Afgan,tuna house paniki di manado menawarkan pengalaman kuliner yang unik dengan menumenu tuna yang lezat restoran ini memiliki beberapa cabang di manado termasuk di paniki mapanget boulevard karangria tuminting kawasan mega mas dan tikala,5,09/30/2025 07:53:02,ChIJo7XwroeghzIRzna5F6f4DPg
tuna house Paniki,,Hirohito Stevie Punuh (Itho),lumayan mohon perbaikan dalam hal kerjasama gofood kena membingungkan trims,5,09/13/2025 11:17:38,ChIJo7XwroeghzIRzna5F6f4DPg
tuna house Paniki,,Andi Siti Fatimah,suasananya nyaman layanannya juga lumayan sayang ikan tunanya kurang segar dengan pilihan sangat terbatas sayang sama judulnya tuna house,4,09/09/2025 14:39:14,ChIJo7XwroeghzIRzna5F6f4DPg
tuna house Paniki,,Lucy Eni,jika anda tidak mampir ke tempat yang ada di kota manado ini sayang sekali makanan khas manado yang sangat lezat dan unik sungguh membuat kita tidak bisa lupa tuna rahang urat tuna yang dibumbui dengan sangat baik disajikan dengan sambal yang sangat nikmat tempat yang nyaman dan bersih,5,08/27/2025 02:37:31,ChIJo7XwroeghzIRzna5F6f4DPg
tuna house Paniki,,Feria Masnduli,tunanya enak sekali bakwan jagungnya jg gurih harga terjangkau,5,08/08/2025 05:41:29,ChIJo7XwroeghzIRzna5F6f4DPg
tuna house Paniki,,Firdausi Samudro,tempat nyaman rasa enak dan cukup puas makan di tempat ini sambal rica dabudabu dan sayur kangkungnya sangat cocok dan segar cocok untuk makan bersama keluarga rekan kerja thanks,5,07/06/2025 13:05:38,ChIJo7XwroeghzIRzna5F6f4DPg
tuna house Paniki,,Budi Inayatno,enak semua makanannya woku rahang tuna semua fresh pelayanan cepat,5,06/25/2025 08:20:07,ChIJo7XwroeghzIRzna5F6f4DPg
tuna house Paniki,,mithajuly rosenberg,maaf banget nih weekdays byk makanan kosong paket mujairnasgor ckalangayam goreng mentegasaos mentega ny tolong yaa stock makanan ny di perbyk,2,06/16/2025 06:25:54,ChIJo7XwroeghzIRzna5F6f4DPg
tuna house Paniki,,Tony Lie,baru pertama makan di sini kakaknya ramah tempatnya nyaman cocok juga bawa anak trus gk lama udh keluar makanannya menit rasanya saya suka bakar manisnya cakep mirip tunas house yg di jakarta harganya lbh murah disini,5,05/28/2025 00:58:08,ChIJo7XwroeghzIRzna5F6f4DPg
tuna house Paniki,,Arthur Mawuntu,makanan enak dengan pilihan makanan sehat rasa tuna dan tendon sangrai sebaiknya ditingkatkan kembali agar sesuai dengan cita rasa sebelumnya harga shasimi bisa lebih murah,4,05/20/2025 15:45:44,ChIJo7XwroeghzIRzna5F6f4DPg
tuna house Paniki,,Sidney Chua,tuna segar yang enak layanan dasar makan dan berangkat tapi akan kembali untuk tuna tempat yang bagus untuk penduduk lokal dan nonlokal karena kebersihannya,4,05/11/2025 10:33:58,ChIJo7XwroeghzIRzna5F6f4DPg
tuna house Paniki,,Yudi Soesanto,kualitas makanannya tidak konsisten ikan tuna di beberapa kesempatan tidak segar,2,04/27/2025 18:58:43,ChIJo7XwroeghzIRzna5F6f4DPg
tuna house Paniki,,GR F,kesini april pesen rahang tuna bakar rica rica perkedel nike dan perkedel milu rasa makanan enak porsi makanan besar,5,04/23/2025 07:52:31,ChIJo7XwroeghzIRzna5F6f4DPg
tuna house Paniki,,Femi Hertanti,rahang tunadada tunaikan nikesemua enak hanya agak lama,5,02/11/2025 14:14:16,ChIJo7XwroeghzIRzna5F6f4DPg
tuna house Paniki,,Abie Ariyo Dandoro,tempat yang bagus untuk makan tuna saya sudah mencoba sate tunanya dan rasanya enak sekali namun nasi gorengnya bahkan lebih enak pasti akan kembali lagi,5,01/21/2025 06:10:55,ChIJo7XwroeghzIRzna5F6f4DPg
tuna house Paniki,,Chan Kia,ini tempat makan bagus kalah di staff banya nongkrong di dapur konsumen musti ke area kasir tuk membutuhkan sesuatu,4,01/20/2025 00:02:50,ChIJo7XwroeghzIRzna5F6f4DPg
tuna house Paniki,,Dicky Agus Setiyawan,makanan enak banget cuman porsinya cukup oke layanan ok suasana ok,5,01/19/2025 07:55:15,ChIJo7XwroeghzIRzna5F6f4DPg
tuna house Paniki,,Erick Bawelle,layanan dan suasana oke tetapi rasa tunanya tidak seprti dulu lagi dan setiap mau pesan paket selalu kosong tpi mungkin kebetulan,4,01/16/2025 08:52:16,ChIJo7XwroeghzIRzna5F6f4DPg
Rm. Heng Mien,,Cherryl Gonibala,minahasa food makan di tempat sepuasnya mantul,5,01/22/2026 17:08:24,ChIJTy9LIpFyhzIRHTAUDr0uUi0
Rm. Heng Mien,,edwinpll,makanan sampe puas makanannya cukup enak dengan harga yabg terjangkau,4,12/03/2025 13:09:30,ChIJTy9LIpFyhzIRHTAUDr0uUi0
Rm. Heng Mien,,Zzz,harga rb ambil sepuasnya dpa sate ada menu babi ayam lagi enak pkknya blh tamba tamba,5,11/23/2025 23:19:57,ChIJTy9LIpFyhzIRHTAUDr0uUi0
Rm. Heng Mien,,Jerry D,mungkin kalau siang mau makan karena kalau malam lewat waktu makan sepertinya menu nya jadi kurang,4,11/15/2025 02:39:10,ChIJTy9LIpFyhzIRHTAUDr0uUi0
Rm. Heng Mien,,Priska Tuparia,makanan enak meskipun mostly menunya ituitu aja tempat luas dan sejuk cocok untuk yg mau makan terjangkau tapi bebas nambah dan pilih byk menu,5,10/25/2025 12:26:39,ChIJTy9LIpFyhzIRHTAUDr0uUi0
Rm. Heng Mien,,Drew,lokasi strategis pelayanan baik all you can eat makanan minahasa pilihan menunya cukup bervariasi,5,10/12/2025 16:16:52,ChIJTy9LIpFyhzIRHTAUDr0uUi0
Rm. Heng Mien,,Immanuel Tungka,makan siang bareng istri suasananya enak menunya enak,4,10/08/2025 22:06:31,ChIJTy9LIpFyhzIRHTAUDr0uUi0
Rm. Heng Mien,,Henrix Kaunang,menu makanannya sudah agak beda dan tidak sebanyak dlu tapi soal rasa makanan masi cukup enak dengan harga yang terjangkau,5,09/11/2025 15:06:27,ChIJTy9LIpFyhzIRHTAUDr0uUi0
Rm. Heng Mien,,nadjlk ndz,membahayakan lalu lintas kendaraan,1,08/26/2025 12:36:48,ChIJTy9LIpFyhzIRHTAUDr0uUi0
Rm. Heng Mien,,marphon wowiling,menu cukup tinggal ditambah varian ya,4,08/23/2025 20:28:17,ChIJTy9LIpFyhzIRHTAUDr0uUi0
Rm. Heng Mien,,lily pijoh,makanan khas minahasamakan sepuasnya anak umur tahun keatas di hitung seperti orang dewasa di hitung satu orang anak umur tahun sampai tahun di hitung setengah harga perorang ribu,4,07/20/2025 21:21:51,ChIJTy9LIpFyhzIRHTAUDr0uUi0
Rm. Heng Mien,,Frangky Sveizen Tjiang,makan puas hanya makanan enak terutama sate babi enak walaupun harga rb pertusuk,5,07/11/2025 05:19:28,ChIJTy9LIpFyhzIRHTAUDr0uUi0
Rm. Heng Mien,,Jajan Nyok,satu rumah makan dengan konsep all you can eat versi masakan minahasa menunya cukup banyak kalo mau makan daftar dlu supaya dikasi piring semua ambil sendiri ya mulai dari nasi sayur daging dan sop menu nya banyak yang nonhalal makan berdua bayar ribuan termasuk botol air mineral,4,07/07/2025 06:51:52,ChIJTy9LIpFyhzIRHTAUDr0uUi0
Rm. Heng Mien,,Albert Tambariki,tempat yang nyaman untuk makan,5,06/24/2025 13:00:11,ChIJTy9LIpFyhzIRHTAUDr0uUi0
Rm. Heng Mien,,Winston D,ditemukan lalat mati di dalam sup kacang merah kami memberitahukan hal ini kepada kasir tetapi kami bahkan tidak menerima maaf dan masih membayar penuh,1,06/07/2025 11:17:22,ChIJTy9LIpFyhzIRHTAUDr0uUi0
Rm. Heng Mien,,Johan Myway,masakan minahasa makan sepuasnya,4,05/29/2025 08:45:40,ChIJTy9LIpFyhzIRHTAUDr0uUi0
Rm. Heng Mien,,Bravo Vermeulen,ini tempat yang bagus untuk makan tapi sayangnya gedungnya terbakar hari ini,5,01/30/2025 15:16:00,ChIJTy9LIpFyhzIRHTAUDr0uUi0
Rm. Heng Mien,,j budianto surya,makanan enak dan tempat nyaman,4,01/17/2025 07:49:24,ChIJTy9LIpFyhzIRHTAUDr0uUi0
Rm. Heng Mien,,Roy Kupo,rumah makan dengan konsep all you can it versi minahasa menu hari ini terong saus telur telur saus jantung pisang ayam kari ayam rica mujair woku sayur tumis laksa sup sup brenebon ikan asam manis sambal goreng renga perkedel jagungpangi loba pepaya bulu babi rica menunya enak menunya biasa saja rporangppn,4,01/16/2025 04:18:04,ChIJTy9LIpFyhzIRHTAUDr0uUi0
Rm. Heng Mien,,Daniel Van Gulla,tempat istirahat yang bagus,5,01/14/2025 11:09:29,ChIJTy9LIpFyhzIRHTAUDr0uUi0
Rm. Heng Mien,,firgina eklesia,akhirnya bisa kembali datang dan makan lagi setelah terakhir datang di tahun suka sekali dengan system yang baru jadinya bisa coba semua jenis makanan yang ditawarkan harganya juga masih tergolong affordable makanannya sayur jantung pisang selalu jadi favorite pelayanannya juga cepat dan ramah semoga bisa berkunjung lagi,5,01/12/2025 05:47:59,ChIJTy9LIpFyhzIRHTAUDr0uUi0
Rm. Heng Mien,,Petrus J Yaenuri,khusus non muslim ya karena makanan khas minahasa disini,5,10/11/2024 12:39:32,ChIJTy9LIpFyhzIRHTAUDr0uUi0
Rm. Heng Mien,,Sir David,tempat makan legendaris sekarang sudah sistem all you can eat ber kemarin sekitaran rb untuk makan teh dapat sate ayam juga renga mantap,4,10/02/2024 02:56:57,ChIJTy9LIpFyhzIRHTAUDr0uUi0
Rm. Heng Mien,,Alfred Kompudu,restoran terbaik di area ini dengan program makan sepuasnya dan harga ekonomis semua makanan mereka enak dan senang berada di sana perlu ditingkatkan pelayanan dan keramahtamahannya,5,08/16/2024 07:13:14,ChIJTy9LIpFyhzIRHTAUDr0uUi0
Rm. Heng Mien,,Seyes Orain,tidak terlalu efektif,3,08/12/2024 04:39:48,ChIJTy9LIpFyhzIRHTAUDr0uUi0
favehotel Bitung,,Rio Alvyrani,hotelnya cukup bagus dengan view kota bitung dan kamar mandi bersih serta pelayanan cukup bagus,5,01/30/2026 22:45:20,ChIJo_5eBjMBhzIROr56-XGuoLI
favehotel Bitung,,Maria Chandra,nyaman dech pokokx pelayanan ramah,5,01/29/2026 00:53:36,ChIJo_5eBjMBhzIROr56-XGuoLI
favehotel Bitung,,Aldo Integrale,pelayanan bagus dan lokasi strategis,5,01/28/2026 23:48:06,ChIJo_5eBjMBhzIROr56-XGuoLI
favehotel Bitung,,Rahmad Sigit,sekitar hotel terasa sepi,5,01/27/2026 23:58:59,ChIJo_5eBjMBhzIROr56-XGuoLI
favehotel Bitung,,Satrio Musyaffa,nyaman tempat tidur,5,01/27/2026 23:56:18,ChIJo_5eBjMBhzIROr56-XGuoLI
favehotel Bitung,,Patria Utama,mantap pelayanannya bagus,5,01/27/2026 00:00:30,ChIJo_5eBjMBhzIROr56-XGuoLI
favehotel Bitung,,Emma Batty,dari checkin hingga check out layanannya luar biasa kamar yang indah bersih dan memiliki shower air panas persis seperti yang saya pesan secara online,5,01/25/2026 23:12:44,ChIJo_5eBjMBhzIROr56-XGuoLI
favehotel Bitung,,Hayrini Gailea,favehotel merupakan hotel di pusat kota bitung yang sangat mudah diakses pelayanan kebersihan dan fasilitasnya sangat mendukung ada kolamnya juga jgn takut bosan klo nginap disinii,5,01/24/2026 02:30:46,ChIJo_5eBjMBhzIROr56-XGuoLI
favehotel Bitung,,wanda andriwiz,kami menginap disini malam saja booking hotel via traveloka overall bagus amenities cukup lengkap kalo ditambah shower cap lebih mantap lagi kami menginap di kamar lantai kamar oke cuman selang semprotan airnya tekanannya msh kurang kencang,4,01/24/2026 00:45:16,ChIJo_5eBjMBhzIROr56-XGuoLI
favehotel Bitung,,marcmilya kezia roring,baik staff ramah kamar bersih recomended,5,01/24/2026 00:10:41,ChIJo_5eBjMBhzIROr56-XGuoLI
favehotel Bitung,,Bao,nyaman bersih nilai uang yang tidak ada duanya,5,01/23/2026 01:25:27,ChIJo_5eBjMBhzIROr56-XGuoLI
favehotel Bitung,,Salim Murdi,tempat strategispelayannan juga memuaskan utk sarapan sdh ada kemajuan juga,5,01/23/2026 00:48:41,ChIJo_5eBjMBhzIROr56-XGuoLI
favehotel Bitung,,Sarah Diana Yulianti,wifi nya oke kamar bersih setiap hari makanannya termasuk enak dan selalu ada menu lokalnya seperti ayam tinorangsak garo dll,5,01/22/2026 00:18:19,ChIJo_5eBjMBhzIROr56-XGuoLI
favehotel Bitung,,Ferdinand Rumangu,harus deposit ribu utk check in sedangkan di voucher yg diterbitkan tidak ada pemberitahuan mengenai perihal ini dan akhirnya yg rugi konsumen karena tidak bisa check in,1,01/21/2026 11:09:39,ChIJo_5eBjMBhzIROr56-XGuoLI
favehotel Bitung,,Yosua Wenas,hotel yang berusaha yang terbaik untuk memberikan pelayanan terbaik,5,01/21/2026 00:00:29,ChIJo_5eBjMBhzIROr56-XGuoLI
favehotel Bitung,,RICKY MUROS,layanan kamar cukup baik,3,01/20/2026 23:46:12,ChIJo_5eBjMBhzIROr56-XGuoLI
favehotel Bitung,,Devi Papia,selama mengikuti kegiatan menginap di hotel ini fasilitas pelayanannya sangat baik,5,01/19/2026 23:08:18,ChIJo_5eBjMBhzIROr56-XGuoLI
favehotel Bitung,,Choiril Mahmudi Mahmudi,lokasi bagus ke manapun mudah,5,01/19/2026 04:17:48,ChIJo_5eBjMBhzIROr56-XGuoLI
favehotel Bitung,,Gee Ramdhann,menginap di hotel nyamandan ok,3,01/16/2026 00:44:10,ChIJo_5eBjMBhzIROr56-XGuoLI
favehotel Bitung,,Fahmi Schu,sudah berapa kali ikut kegiatan kantor di hotel ini pelayanan baik ruangan kegiatan bersih rapih dengan staff rama,5,01/14/2026 00:23:50,ChIJo_5eBjMBhzIROr56-XGuoLI
favehotel Bitung,,Slametto Slametto,pelayanan sangat baik dan nyaman,5,01/13/2026 23:37:19,ChIJo_5eBjMBhzIROr56-XGuoLI
favehotel Bitung,,romi zulkarnain,pelayanan nya mantep dan makanannya sangat worth it best,5,01/12/2026 23:31:35,ChIJo_5eBjMBhzIROr56-XGuoLI
favehotel Bitung,,Sinta Ussu,pelayanan nya bagus,5,01/12/2026 01:32:13,ChIJo_5eBjMBhzIROr56-XGuoLI
favehotel Bitung,,Elzio Putra,pelayanan sangat baik dan respon cepat,5,01/10/2026 01:55:30,ChIJo_5eBjMBhzIROr56-XGuoLI
Raja Sate BBQ dan Restoran Asia,,Laurent Girault,kami mencicipi banyak sate di indonesia yang ini banyak kulit ayamnya dan sungguh tidak luar biasa harganya mahal dengan tusuk per orang,3,01/24/2026 23:58:23,ChIJQy8-NBd1hzIRKo4_7aV6BEo
